GeneID,20XA,20XB,20XD,20VB,20VC,20VD,44XC,44XD,44XE,44VA,44VC,44VE
"gene_id ""PDENDC454_06895""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06895""; ",16,32,6,7,18,9,9,14,8,20,29,21
"gene_id ""PDENDC454_06900""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06900""; ",15,35,35,12,28,7,97,7,4,29,17,43
"gene_id ""PDENDC454_06905""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06905""; ",2,0,0,0,6,0,9,0,1,0,3,5
"gene_id ""PDENDC454_06910""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06910""; ",298,315,293,188,346,243,289,155,270,220,165,222
"gene_id ""PDENDC454_06915""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06915""; ",283,294,350,223,471,262,203,270,270,184,150,227
"gene_id ""PDENDC454_06920""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06920""; ",560,553,588,350,789,482,339,458,437,357,366,398
"gene_id ""PDENDC454_06925""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06925""; ",429,400,431,267,561,380,264,249,227,241,181,292
"gene_id ""PDENDC454_06930""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06930""; ",192,177,256,153,359,206,177,180,169,156,95,159
"gene_id ""PDENDC454_06935""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06935""; ",274,263,335,176,319,257,201,199,249,205,206,184
"gene_id ""PDENDC454_06940""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06940""; ",64,49,88,25,72,46,96,94,43,89,47,89
"gene_id ""PDENDC454_06945""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06945""; ",64,46,53,23,100,57,156,92,139,148,35,157
"gene_id ""PDENDC454_06950""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06950""; ",8,1,0,1,4,0,27,23,10,37,3,53
"gene_id ""PDENDC454_06955""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06955""; ",13,0,3,0,6,0,9,6,23,24,4,20
"gene_id ""PDENDC454_06960""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06960""; ",60,39,36,28,72,27,54,67,39,49,38,60
"gene_id ""PDENDC454_06965""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06965""; ",20,8,55,7,34,22,37,35,37,17,11,41
"gene_id ""PDENDC454_06970""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06970""; ",3,17,2,19,27,16,27,35,13,28,4,36
"gene_id ""PDENDC454_06975""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06975""; ",6,11,19,9,24,34,50,16,32,57,13,41
"gene_id ""PDENDC454_06980""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06980""; ",6,5,14,0,0,0,48,11,3,22,0,24
"gene_id ""PDENDC454_06985""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06985""; ",5,1,4,1,6,0,152,116,202,102,64,50
"gene_id ""PDENDC454_06990""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06990""; ",122,98,106,64,126,92,68,27,85,100,22,75
"gene_id ""PDENDC454_06995""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06995""; ",1389,1486,1714,777,1205,1556,645,512,903,589,522,865
"gene_id ""PDENDC454_07000""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07000""; ",222,227,165,150,506,226,137,233,311,226,131,121
"gene_id ""PDENDC454_07005""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07005""; ",576,695,503,509,1297,706,552,559,860,475,368,410
"gene_id ""PDENDC454_07010""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07010""; ",234,229,177,172,549,273,289,224,331,217,175,198
"gene_id ""PDENDC454_07015""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07015""; ",11946,8488,6900,6388,11584,8101,4936,4178,8332,7664,2769,2544
"gene_id ""PDENDC454_07020""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07020""; ",104,55,41,62,85,73,55,49,81,120,17,32
"gene_id ""PDENDC454_07025""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07025""; ",11978,12852,8956,19137,36422,21655,1949,1627,4219,4157,4980,1940
"gene_id ""PDENDC454_07030""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07030""; ",697,579,600,458,935,716,441,308,848,445,388,341
"gene_id ""PDENDC454_07035""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07035""; ",609,492,614,363,829,495,474,566,900,499,353,377
"gene_id ""PDENDC454_07040""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07040""; ",160,103,138,63,122,104,89,62,115,56,38,64
"gene_id ""PDENDC454_07045""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07045""; ",622,582,649,454,863,581,396,388,660,465,259,309
"gene_id ""PDENDC454_07050""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07050""; ",275,205,189,140,245,157,165,166,277,186,131,139
"gene_id ""PDENDC454_07055""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07055""; ",187,149,160,147,215,153,139,79,93,71,82,167
"gene_id ""PDENDC454_07060""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07060""; ",383,450,377,340,628,391,346,451,368,359,347,483
"gene_id ""PDENDC454_07065""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07065""; ",253,232,241,167,339,218,798,675,1010,378,427,448
"gene_id ""PDENDC454_07070""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07070""; ",35,22,39,14,46,33,64,65,42,61,16,71
"gene_id ""PDENDC454_07075""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07075""; ",36,8,16,19,17,15,24,47,31,14,10,45
"gene_id ""PDENDC454_07080""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07080""; ",600,617,635,436,786,466,392,393,392,339,328,325
"gene_id ""PDENDC454_07085""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07085""; ",60,85,84,53,99,75,54,48,52,43,43,44
"gene_id ""PDENDC454_07090""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07090""; ",69,52,58,57,135,51,33,43,35,37,33,37
"gene_id ""PDENDC454_07095""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07095""; ",2015,1729,1225,1215,2703,1276,1301,1186,2175,1529,853,828
"gene_id ""PDENDC454_07100""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07100""; ",216,230,211,119,237,207,212,199,367,221,126,133
"gene_id ""PDENDC454_07105""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07105""; ",247,307,294,136,258,198,217,218,327,236,174,188
"gene_id ""PDENDC454_07110""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07110""; ",39,47,48,20,20,28,42,84,64,82,69,74
"gene_id ""PDENDC454_07115""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07115""; ",9,14,4,6,1,1,21,18,7,1,1,9
"gene_id ""PDENDC454_07120""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07120""; ",196,178,224,124,280,227,121,193,185,150,124,149
"gene_id ""PDENDC454_07125""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07125""; ",1035,1014,932,663,1298,851,633,760,824,616,601,950
"gene_id ""PDENDC454_07130""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07130""; ",230,363,299,227,452,291,158,155,221,192,184,227
"gene_id ""PDENDC454_07135""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07135""; ",48,70,66,26,76,33,328,242,512,172,81,193
"gene_id ""PDENDC454_07140""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07140""; ",1135,876,852,633,1192,839,642,909,937,616,772,666
"gene_id ""PDENDC454_07145""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07145""; ",28,12,27,13,66,14,22,1,0,7,0,18
"gene_id ""PDENDC454_07150""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07150""; ",12,9,15,15,18,6,0,15,5,5,0,0
"gene_id ""PDENDC454_07155""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07155""; ",266,180,252,190,506,251,66,88,55,78,68,50
"gene_id ""PDENDC454_06235""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06235""; ",128,135,161,63,129,65,71,97,93,86,86,84
"gene_id ""PDENDC454_06240""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06240""; ",323,423,377,286,441,315,251,295,281,166,188,251
"gene_id ""PDENDC454_06245""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06245""; ",49,58,50,28,65,53,58,46,38,53,26,44
"gene_id ""PDENDC454_06250""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06250""; ",5,0,0,0,3,0,4,1,1,9,0,6
"gene_id ""PDENDC454_06255""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06255""; ",9,23,23,5,9,3,40,26,8,17,9,48
"gene_id ""PDENDC454_06260""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06260""; ",31,21,13,27,51,16,27,11,17,16,6,20
"gene_id ""PDENDC454_06265""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06265""; ",11,74,48,34,76,64,21,21,19,27,27,23
"gene_id ""PDENDC454_06270""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06270""; ",311,330,265,284,508,282,141,158,139,142,148,177
"gene_id ""PDENDC454_06275""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06275""; ",18,13,18,3,10,20,20,34,26,30,6,28
"gene_id ""PDENDC454_06280""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06280""; ",10,13,2,5,6,16,13,14,35,25,11,28
"gene_id ""PDENDC454_06285""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06285""; ",24,37,21,17,16,20,22,5,34,24,3,53
"gene_id ""PDENDC454_06290""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06290""; ",18,9,18,0,22,9,54,72,65,81,8,46
"gene_id ""PDENDC454_06295""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06295""; ",9,14,43,7,19,6,37,69,51,65,18,55
"gene_id ""PDENDC454_06300""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06300""; ",198,196,207,90,327,160,155,211,234,236,139,223
"gene_id ""PDENDC454_06305""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06305""; ",148,204,159,131,257,176,134,126,129,109,79,140
"gene_id ""PDENDC454_06310""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06310""; ",47,45,65,38,81,28,12,50,46,45,26,30
"gene_id ""PDENDC454_06315""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06315""; ",215,264,167,116,256,165,215,236,292,204,151,161
"gene_id ""PDENDC454_06320""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06320""; ",128,149,147,89,158,148,132,100,112,120,83,128
"gene_id ""PDENDC454_06325""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06325""; ",11,4,6,4,3,22,7,24,0,17,6,31
"gene_id ""PDENDC454_06330""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06330""; ",6,3,9,8,7,5,30,13,6,9,7,44
"gene_id ""PDENDC454_06335""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06335""; ",85,55,53,22,73,60,79,85,35,50,17,45
"gene_id ""PDENDC454_06340""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06340""; ",4,12,1,8,8,18,9,3,15,22,3,25
"gene_id ""PDENDC454_06345""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06345""; ",77311,54400,49723,51817,145039,70386,35628,38176,64795,49284,33589,22443
"gene_id ""PDENDC454_06350""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06350""; ",27218,18898,20266,21085,54913,27460,10150,11175,21726,15384,8911,5921
"gene_id ""PDENDC454_06355""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06355""; ",42,32,34,14,55,17,36,18,22,24,18,20
"gene_id ""PDENDC454_06360""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06360""; ",256,211,179,66,175,108,152,165,235,226,131,126
"gene_id ""PDENDC454_06385""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06385""; ",6,3,16,2,12,13,43,16,11,18,4,45
"gene_id ""PDENDC454_06390""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06390""; ",175,168,118,116,169,134,53,68,81,70,60,67
"gene_id ""PDENDC454_06395""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06395""; ",156,136,101,72,170,119,103,94,109,90,53,62
"gene_id ""PDENDC454_06400""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06400""; ",8,4,2,5,10,3,4,8,22,0,6,12
"gene_id ""PDENDC454_06405""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06405""; ",1,9,3,2,7,3,3,14,2,6,4,4
"gene_id ""PDENDC454_06410""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06410""; ",23,11,34,7,35,18,34,24,15,38,8,29
"gene_id ""PDENDC454_06415""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06415""; ",7,0,4,1,1,0,1,2,5,14,1,15
"gene_id ""PDENDC454_06420""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06420""; ",75,66,42,19,60,42,21,43,50,45,33,21
"gene_id ""PDENDC454_06425""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06425""; ",178,115,84,62,95,79,28,57,69,49,47,47
"gene_id ""PDENDC454_06430""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06430""; ",179,100,168,86,141,94,63,84,106,95,49,47
"gene_id ""PDENDC454_06435""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06435""; ",159,139,89,82,188,145,22,30,82,80,35,25
"gene_id ""PDENDC454_06440""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06440""; ",1771,1746,1029,1066,1682,1147,394,523,991,417,438,368
"gene_id ""PDENDC454_06445""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06445""; ",1962,2117,1435,1482,2454,1488,1899,2385,2779,2118,1920,2654
"gene_id ""PDENDC454_06450""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06450""; ",25,18,13,26,25,20,163,73,132,66,20,67
"gene_id ""PDENDC454_06455""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06455""; ",36,7,31,19,19,10,111,79,144,68,61,60
"gene_id ""PDENDC454_06460""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06460""; ",233,205,184,84,190,135,837,651,1167,465,355,361
"gene_id ""PDENDC454_06465""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06465""; ",24,33,6,12,15,9,70,22,68,30,36,34
"gene_id ""PDENDC454_06470""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06470""; ",83,49,60,31,74,38,83,110,112,78,37,61
"gene_id ""PDENDC454_06475""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06475""; ",34,21,56,15,29,23,71,27,90,55,18,23
"gene_id ""PDENDC454_06480""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06480""; ",3394,2148,1723,1549,3188,1909,2069,1769,3782,3394,921,786
"gene_id ""PDENDC454_06485""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06485""; ",82,43,90,19,72,76,68,61,123,93,54,40
"gene_id ""PDENDC454_06490""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06490""; ",2440,1999,2721,1244,2795,2318,2284,2316,3711,2308,2009,1585
"gene_id ""PDENDC454_06495""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06495""; ",354,212,373,153,381,276,208,278,491,361,256,141
"gene_id ""PDENDC454_06500""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06500""; ",146,120,168,66,183,125,118,96,262,140,119,56
"gene_id ""PDENDC454_06505""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06505""; ",1,2,9,2,8,4,69,25,30,15,10,51
"gene_id ""PDENDC454_06510""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06510""; ",26,13,20,14,19,23,28,46,7,36,0,24
"gene_id ""PDENDC454_06515""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06515""; ",24,14,13,25,40,41,23,26,17,29,5,20
"gene_id ""PDENDC454_06520""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06520""; ",1102,1409,929,1384,2011,1362,547,557,772,593,653,677
"gene_id ""PDENDC454_06525""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06525""; ",387,540,363,317,518,290,235,213,101,99,139,212
"gene_id ""PDENDC454_06530""; transcript_id """"; gbkey ""Gene""; gene ""hfq""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06530""; ",413,417,435,230,704,288,217,270,442,336,278,200
"gene_id ""PDENDC454_06535""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06535""; ",188,115,210,75,129,142,243,257,371,138,114,75
"gene_id ""PDENDC454_06540""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06540""; ",133,97,171,48,127,77,375,286,450,204,142,149
"gene_id ""PDENDC454_06545""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06545""; ",56,79,60,32,57,68,33,24,32,4,13,29
"gene_id ""PDENDC454_06550""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06550""; ",33,39,29,23,73,48,14,3,15,3,8,15
"gene_id ""PDENDC454_06555""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06555""; ",69,32,83,19,34,35,49,49,46,41,29,38
"gene_id ""PDENDC454_06560""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06560""; ",516,174,188,48,213,119,684,539,1680,760,288,180
